especie,fecha,apertura,maximo,minimo,cierre,volumen,timestamp
SPY_US,1993-01-29,43.9688,43.9688,43.75,43.9375,1003200,728272800
SPY_US,1993-02-01,43.9688,44.25,43.9688,44.25,480500,728532000
SPY_US,1993-02-02,44.2188,44.375,44.125,44.3438,201300,728618400
SPY_US,1993-02-03,44.4062,44.8438,44.375,44.8125,529400,728704800
SPY_US,1993-02-04,44.9688,45.0938,44.875,45,531500,728791200
SPY_US,1993-02-05,44.9688,45.0625,44.7188,44.9688,492100,728877600
SPY_US,1993-02-08,44.9688,45.125,44.9062,44.9688,596100,729136800
SPY_US,1993-02-09,44.8125,44.8125,44.5625,44.6562,122100,729223200
SPY_US,1993-02-10,44.6562,44.75,44.5312,44.7188,379600,729309600
SPY_US,1993-02-11,44.7812,45.125,44.7812,44.9375,19500,729396000
SPY_US,1993-02-12,44.875,44.875,44.5938,44.5938,42500,729482400
SPY_US,1993-02-16,44.4688,44.4688,43.4062,43.4688,374800,729828000
SPY_US,1993-02-17,43.4688,43.5312,43.2812,43.4375,210900,729914400
SPY_US,1993-02-18,43.9375,43.9375,42.8125,43.4062,378100,730000800
SPY_US,1993-02-19,43.4062,43.5625,43.3438,43.5625,34900,730087200
SPY_US,1993-02-22,43.6875,43.7812,43.5625,43.7188,513600,730346400
SPY_US,1993-02-23,43.8438,43.875,43.4688,43.6875,373700,730432800
SPY_US,1993-02-24,43.7188,44.25,43.7188,44.25,26300,730519200
SPY_US,1993-02-25,44.2188,44.375,44.125,44.3438,44500,730605600
SPY_US,1993-02-26,44.4375,44.4375,44.1875,44.4062,66200,730692000
SPY_US,1993-03-01,44.5625,44.5625,44.2188,44.2812,66500,730951200
SPY_US,1993-03-02,44.3125,44.9375,44.25,44.9375,182400,731037600
SPY_US,1993-03-03,45,45.1562,44.9375,45.125,280100,731124000
SPY_US,1993-03-04,45.1875,45.1875,44.875,44.875,89500,731210400
SPY_US,1993-03-05,44.9375,45.125,44.7188,44.75,40000,731296800
SPY_US,1993-03-08,44.8438,45.75,44.8438,45.75,50800,731559600
SPY_US,1993-03-09,45.6562,45.6875,45.5,45.5938,169300,731646000
SPY_US,1993-03-10,45.5938,45.6875,45.4062,45.6875,194400,731732400
SPY_US,1993-03-11,45.7188,45.8438,45.5,45.5625,70900,731818800
SPY_US,1993-03-12,45.1875,45.2188,44.8125,45.0938,643600,731905200
SPY_US,1993-03-15,45.0625,45.3125,45.0625,45.3125,310800,732164400
SPY_US,1993-03-16,45.3125,45.4375,45.3125,45.3125,30800,732250800
SPY_US,1993-03-17,45.25,45.25,44.9688,45.0312,21800,732337200
SPY_US,1993-03-18,45.2188,45.5,45.2188,45.3125,59300,732423600
SPY_US,1993-03-19,45.2812,45.2812,45.0312,45.0312,66900,732510000
SPY_US,1993-03-22,44.5938,44.875,44.5625,44.7812,183400,732769200
SPY_US,1993-03-23,44.9062,44.9375,44.8125,44.875,55200,732855600
SPY_US,1993-03-24,44.8125,45.0625,44.5938,44.875,37200,732942000
SPY_US,1993-03-25,44.9062,45.25,44.8438,45.1562,110100,733028400
SPY_US,1993-03-26,45.125,45.1562,44.875,44.9062,101500,733114800
SPY_US,1993-03-29,44.9375,45.3125,44.9375,45.0938,87100,733374000
SPY_US,1993-03-30,45.1562,45.2188,45.0938,45.2188,56000,733460400
SPY_US,1993-03-31,45.3438,45.4688,45.1875,45.1875,111600,733546800
SPY_US,1993-04-01,45.25,45.25,44.9375,45.0312,129500,733633200
SPY_US,1993-04-02,44.6562,44.6562,44.0938,44.0938,59400,733719600
SPY_US,1993-04-05,44.4375,44.4375,44.1875,44.3125,172200,733978800
SPY_US,1993-04-06,44.4062,44.4062,44.0625,44.1875,129700,734065200
SPY_US,1993-04-07,44.25,44.3438,44.1562,44.3438,28000,734151600
SPY_US,1993-04-08,44.5312,44.5312,44.0938,44.2812,180800,734238000
SPY_US,1993-04-12,44.7188,44.9375,44.6562,44.9062,348500,734583600
SPY_US,1993-04-13,44.875,45.1562,44.8438,45,146100,734670000
SPY_US,1993-04-14,45.0312,45.0625,44.9062,44.9375,119600,734756400
SPY_US,1993-04-15,44.9062,45.0312,44.75,44.9375,148600,734842800
SPY_US,1993-04-16,44.9688,45.0312,44.875,44.9375,47900,734929200
SPY_US,1993-04-19,44.9375,45.0625,44.7188,44.75,157000,735188400
SPY_US,1993-04-20,44.6875,44.75,44.25,44.5312,279500,735274800
SPY_US,1993-04-21,44.625,44.625,44.375,44.5,67900,735361200
SPY_US,1993-04-22,44.3125,44.6875,43.9375,43.9375,97700,735447600
SPY_US,1993-04-23,43.8438,43.9688,43.6875,43.75,106000,735534000
SPY_US,1993-04-26,43.7812,43.9375,43.2812,43.4062,62600,735793200
SPY_US,1993-04-27,43.3438,43.875,43.3438,43.875,156800,735879600
SPY_US,1993-04-28,43.8125,43.9062,43.7188,43.7812,85900,735966000
SPY_US,1993-04-29,43.875,43.9688,43.625,43.9688,85000,736052400
SPY_US,1993-04-30,44.125,44.2812,44.0312,44.0312,88500,736138800
SPY_US,1993-05-03,44.0938,44.3125,43.9062,44.3125,80500,736398000
SPY_US,1993-05-04,44.4062,44.625,44.3438,44.4688,149100,736484400
SPY_US,1993-05-05,44.4688,44.75,44.4688,44.5938,109000,736570800
SPY_US,1993-05-06,44.5312,44.5625,44.4062,44.4375,54700,736657200
SPY_US,1993-05-07,44.4688,44.4688,44.2812,44.3438,68000,736743600
SPY_US,1993-05-10,44.4062,44.6875,44.4062,44.4375,113900,737002800
SPY_US,1993-05-11,44.4375,44.625,44.3125,44.625,42600,737089200
SPY_US,1993-05-12,44.4375,44.5938,44.4375,44.5625,31000,737175600
SPY_US,1993-05-13,44.375,44.375,44,44.0312,129100,737262000
SPY_US,1993-05-14,44.0312,44.1562,43.9688,44,63500,737348400
SPY_US,1993-05-17,44.125,44.1562,43.9375,44.1562,34000,737607600
SPY_US,1993-05-18,44.1875,44.2188,43.9688,44.125,105200,737694000
SPY_US,1993-05-19,44.125,45.0312,43.8438,45.0312,50200,737780400
SPY_US,1993-05-20,45.0312,45.1562,44.9375,45.1562,98200,737866800
SPY_US,1993-05-21,45.1875,45.25,44.7188,44.75,221400,737953200
SPY_US,1993-05-24,44.8438,45.0938,44.8438,44.9375,30500,738212400
SPY_US,1993-05-25,45.125,45.125,45.0312,45.0312,191800,738298800
SPY_US,1993-05-26,45.1562,45.625,45.125,45.5938,102400,738385200
SPY_US,1993-05-27,45.6562,45.6562,45.375,45.4375,53800,738471600
SPY_US,1993-05-28,45.4062,45.4062,45,45.2188,79100,738558000
SPY_US,1993-06-01,45.375,45.8125,45.3125,45.6562,28300,738903600
SPY_US,1993-06-02,45.5312,45.75,45.3438,45.5938,20300,738990000
SPY_US,1993-06-03,45.5,45.5,45.3438,45.4375,21600,739076400
SPY_US,1993-06-04,45.3125,45.3125,45.0938,45.2812,32000,739162800
SPY_US,1993-06-07,45.375,45.375,45.125,45.125,121400,739422000
SPY_US,1993-06-08,45,45,44.7188,44.7188,104500,739508400
SPY_US,1993-06-09,44.875,45.0625,44.8125,44.875,43300,739594800
SPY_US,1993-06-10,44.8438,44.9375,44.75,44.9062,17900,739681200
SPY_US,1993-06-11,45.0625,45.1562,44.9062,45.0938,647400,739767600
SPY_US,1993-06-14,45.1562,45.1875,45.0312,45.0312,64200,740026800
SPY_US,1993-06-15,45.0938,45.125,44.9375,44.9375,142400,740113200
SPY_US,1993-06-16,44.9375,45.0312,44.8125,45.0312,330900,740199600
SPY_US,1993-06-17,45.125,45.1875,45.0312,45.1875,37400,740286000
SPY_US,1993-06-18,44.8438,44.8438,44.5,44.5,58500,740372400
SPY_US,1993-06-21,44.625,44.625,44.5312,44.5938,29300,740631600
SPY_US,1993-06-22,44.6562,44.6562,44.5625,44.625,137500,740718000
SPY_US,1993-06-23,44.625,44.625,44.2188,44.2188,227600,740804400
SPY_US,1993-06-24,44.3438,44.8125,44.3438,44.8125,243700,740890800
SPY_US,1993-06-25,44.7812,44.9062,44.75,44.7812,44800,740977200
SPY_US,1993-06-28,45,45.2812,44.9375,45.2812,439900,741236400
SPY_US,1993-06-29,45.2188,45.2188,45,45.0625,207500,741322800
SPY_US,1993-06-30,45.125,45.2188,45,45.0625,437600,741409200
SPY_US,1993-07-01,45.125,45.125,44.875,44.9375,605700,741495600
SPY_US,1993-07-02,44.7812,44.8125,44.5312,44.6875,285400,741582000
SPY_US,1993-07-06,44.625,44.75,44.1562,44.2188,246400,741927600
SPY_US,1993-07-07,44.1875,44.4062,44.1875,44.3438,343700,742014000
SPY_US,1993-07-08,44.375,44.9375,44.3125,44.8438,248200,742100400
SPY_US,1993-07-09,44.8438,44.9688,44.75,44.9688,378200,742186800
SPY_US,1993-07-12,44.9062,44.9688,44.8438,44.9375,373700,742446000
SPY_US,1993-07-13,44.9688,45.0938,44.6562,44.9062,389600,742532400
SPY_US,1993-07-14,44.9375,45.1875,44.9062,45.0625,617300,742618800
SPY_US,1993-07-15,45.0312,45.0312,44.7812,44.875,443800,742705200
SPY_US,1993-07-16,44.9062,44.9375,44.6875,44.75,216400,742791600
SPY_US,1993-07-19,44.75,44.75,44.5938,44.7188,188200,743050800
SPY_US,1993-07-20,44.6875,44.8438,44.4688,44.8438,68500,743137200
SPY_US,1993-07-21,44.7812,44.8125,44.6562,44.8125,142700,743223600
SPY_US,1993-07-22,44.75,44.8125,44.5,44.5,632400,743310000
SPY_US,1993-07-23,44.5938,44.7188,44.5625,44.7188,286200,743396400
SPY_US,1993-07-26,44.8438,45.0625,44.8438,44.9688,121300,743655600
SPY_US,1993-07-27,45,45.0312,44.7812,44.9375,92800,743742000
SPY_US,1993-07-28,44.8438,44.9375,44.7812,44.8438,30800,743828400
SPY_US,1993-07-29,44.9375,45.2188,44.875,45.0938,331000,743914800
SPY_US,1993-07-30,45.0938,45.0938,44.7812,44.8438,75300,744001200
SPY_US,1993-08-02,44.9062,45.125,44.9062,44.9688,41300,744260400
SPY_US,1993-08-03,45.0625,45.1875,44.8438,45,81600,744346800
SPY_US,1993-08-04,45,45.0938,44.875,45,434000,744433200
SPY_US,1993-08-05,45,45,44.8438,44.9062,36800,744519600
SPY_US,1993-08-06,45.0312,45.0625,44.9062,44.9688,402300,744606000
SPY_US,1993-08-09,45.0938,45.3438,45,45.2188,828200,744865200
SPY_US,1993-08-10,45.1875,45.2188,45.125,45.1875,604900,744951600
SPY_US,1993-08-11,45.1562,45.3125,45.1562,45.1875,542200,745038000
SPY_US,1993-08-12,45.3125,45.3125,44.9062,45.0625,303700,745124400
SPY_US,1993-08-13,45.0938,45.1562,45.0938,45.125,103500,745210800
SPY_US,1993-08-16,45.1562,45.5,45.1562,45.375,241800,745470000
SPY_US,1993-08-17,45.3438,45.5312,45.3438,45.5312,369300,745556400
SPY_US,1993-08-18,45.6875,45.875,45.6562,45.7812,414300,745642800
SPY_US,1993-08-19,45.8125,45.8125,45.7188,45.7812,28500,745729200
SPY_US,1993-08-20,45.6875,45.8125,45.6562,45.8125,80700,745815600
SPY_US,1993-08-23,45.625,45.75,45.625,45.7188,15600,746074800
SPY_US,1993-08-24,45.7188,46.2188,45.7188,46.2188,273400,746161200
SPY_US,1993-08-25,46.2188,46.4375,46.1562,46.25,242300,746247600
SPY_US,1993-08-26,46.2812,46.5312,46.0938,46.2812,120000,746334000
SPY_US,1993-08-27,46.1562,46.25,46.1562,46.25,25700,746420400
SPY_US,1993-08-30,46.2812,46.5,46.2812,46.4375,183500,746679600
SPY_US,1993-08-31,46.4062,46.5625,46.3438,46.5625,66500,746766000
SPY_US,1993-09-01,46.4062,46.5938,46.4062,46.5,136500,746852400
SPY_US,1993-09-02,46.5312,46.5938,46.3125,46.3438,472400,746938800
SPY_US,1993-09-03,46.3125,46.4375,46.25,46.375,630500,747025200
SPY_US,1993-09-07,46.375,46.4375,46,46.0625,196400,747370800
SPY_US,1993-09-08,46.0625,46.0625,45.5938,45.9062,269900,747457200
SPY_US,1993-09-09,45.7188,46.0312,45.7188,46,239200,747543600
SPY_US,1993-09-10,46.125,46.4375,46.0625,46.4062,106500,747630000
SPY_US,1993-09-13,46.5625,46.5625,46.4375,46.4375,66900,747889200
SPY_US,1993-09-14,46.3125,46.3125,46.0938,46.25,184500,747975600
SPY_US,1993-09-15,46.0625,46.4062,45.9062,46.375,101000,748062000
SPY_US,1993-09-16,46.3125,46.3438,46.1562,46.2812,54300,748148400
SPY_US,1993-09-17,45.875,45.9062,45.75,45.8125,200900,748234800
SPY_US,1993-09-20,45.875,45.9688,45.4375,45.4375,57800,748494000
SPY_US,1993-09-21,45.5,45.5625,44.8125,45.2812,318200,748580400
SPY_US,1993-09-22,45.4375,45.7188,45.375,45.6562,439700,748666800
SPY_US,1993-09-23,45.7812,45.9375,45.7188,45.9062,88500,748753200
SPY_US,1993-09-24,45.8438,45.875,45.7188,45.7812,53500,748839600
SPY_US,1993-09-27,46.125,46.2812,46.125,46.2812,274600,749098800
SPY_US,1993-09-28,46.3125,46.3125,46.1562,46.1875,158300,749185200
SPY_US,1993-09-29,46.1875,46.3125,45.9688,46.0312,221000,749271600
SPY_US,1993-09-30,46.0312,46.125,45.8438,45.9375,99300,749358000
SPY_US,1993-10-01,45.875,46.2188,45.8125,46.1562,22700,749444400
SPY_US,1993-10-04,46.2188,46.2188,46.0938,46.2188,1038500,749703600
SPY_US,1993-10-05,46.3125,46.3125,46,46.1562,436500,749790000
SPY_US,1993-10-06,46.1875,46.375,46.125,46.125,209200,749876400
SPY_US,1993-10-07,46.1875,46.1875,45.9688,46,59400,749962800
SPY_US,1993-10-08,46.125,46.1562,45.7188,46.0625,54400,750049200
SPY_US,1993-10-11,46.1562,46.25,46.1562,46.1562,467100,750308400
SPY_US,1993-10-12,46.2188,46.25,46.1875,46.2188,26200,750394800
SPY_US,1993-10-13,46.25,46.25,46.1562,46.2188,139100,750481200
SPY_US,1993-10-14,46.4062,46.8125,46.2812,46.8125,108100,750567600
SPY_US,1993-10-15,47.0312,47.1562,46.9062,47.0625,1502500,750654000
SPY_US,1993-10-18,47.0312,47.0312,46.875,46.9375,722400,750913200
SPY_US,1993-10-19,46.875,46.9688,46.5938,46.5938,880100,750999600
SPY_US,1993-10-20,46.75,46.75,46.5625,46.6562,230400,751086000
SPY_US,1993-10-21,46.6875,46.6875,46.5312,46.5938,56200,751172400
SPY_US,1993-10-22,46.6562,46.8438,46.375,46.375,390700,751258800
SPY_US,1993-10-25,46.4062,46.5625,46.2812,46.5,114500,751518000
SPY_US,1993-10-26,46.4688,46.5,46.3125,46.4688,186200,751604400
SPY_US,1993-10-27,46.4062,46.5312,46.4062,46.5,118400,751690800
SPY_US,1993-10-28,46.5625,46.9688,46.5625,46.8438,129600,751777200
SPY_US,1993-10-29,46.8125,46.875,46.7812,46.8438,80700,751863600
SPY_US,1993-11-01,46.7812,47,46.7812,46.9688,36400,752122800
SPY_US,1993-11-02,46.9062,47,46.6562,46.9375,262100,752209200
SPY_US,1993-11-03,46.9062,46.9062,46.125,46.3438,479100,752295600
SPY_US,1993-11-04,46.3438,46.3438,45.8125,45.8438,130400,752382000
SPY_US,1993-11-05,45.7188,46.0625,45.5312,46.0625,363200,752468400
SPY_US,1993-11-08,46.0938,46.25,45.9688,46.125,375600,752727600
SPY_US,1993-11-09,46.4375,46.4688,46.125,46.1562,246900,752814000
SPY_US,1993-11-10,46.1562,46.5,46.0312,46.5,46500,752900400
SPY_US,1993-11-11,46.5,46.625,46.3438,46.375,88900,752986800
SPY_US,1993-11-12,46.4688,46.75,46.4375,46.5938,108200,753073200
SPY_US,1993-11-15,46.6875,46.6875,46.4375,46.5625,243300,753332400
SPY_US,1993-11-16,46.6562,46.8125,46.4688,46.7812,492600,753418800
SPY_US,1993-11-17,46.8125,46.8125,46.4062,46.5312,39600,753505200
SPY_US,1993-11-18,46.4688,46.5625,46.2812,46.4062,240800,753591600
SPY_US,1993-11-19,46.25,46.375,46.2188,46.3125,106000,753678000
SPY_US,1993-11-22,46.1875,46.2188,45.875,46.0312,165300,753937200
SPY_US,1993-11-23,46.2812,46.3125,46.0312,46.2812,89700,754023600
SPY_US,1993-11-24,46.4062,46.5,46.3438,46.4688,77200,754110000
SPY_US,1993-11-26,46.5938,46.5938,46.4688,46.5,1019800,754282800
SPY_US,1993-11-29,46.625,46.7188,46.3125,46.3125,517500,754542000
SPY_US,1993-11-30,46.2812,46.5625,46.25,46.3438,230000,754628400
SPY_US,1993-12-01,46.5938,46.625,46.4062,46.4062,379200,754714800
SPY_US,1993-12-02,46.5,46.5625,46.4062,46.5312,352000,754801200
SPY_US,1993-12-03,46.5,46.7188,46.5,46.7188,306000,754887600
SPY_US,1993-12-06,46.7812,46.9375,46.7812,46.875,99500,755146800
SPY_US,1993-12-07,46.875,46.9062,46.7812,46.8438,88800,755233200
SPY_US,1993-12-08,46.8438,46.8438,46.7812,46.8438,146700,755319600
SPY_US,1993-12-09,46.8438,46.9062,46.625,46.6875,416500,755406000
SPY_US,1993-12-10,46.7188,46.7188,46.5,46.5938,412900,755492400
SPY_US,1993-12-13,46.5938,46.875,46.5312,46.875,273200,755751600
SPY_US,1993-12-14,46.9062,46.9062,46.5312,46.5312,41900,755838000
SPY_US,1993-12-15,46.5938,46.625,46.4688,46.4688,82600,755924400
SPY_US,1993-12-16,46.6562,46.6562,46.5625,46.625,78200,756010800
SPY_US,1993-12-17,46.4062,46.5938,46.375,46.5625,104700,756097200
SPY_US,1993-12-20,46.5312,46.6562,46.5,46.625,68800,756356400
SPY_US,1993-12-21,46.5625,46.5625,46.4062,46.4688,205700,756442800
SPY_US,1993-12-22,46.5938,46.8125,46.5,46.7812,410300,756529200
SPY_US,1993-12-23,46.75,46.8438,46.6875,46.75,533800,756615600
SPY_US,1993-12-27,46.75,47,46.75,47,447100,756961200
SPY_US,1993-12-28,46.9688,47.125,46.9375,47.0938,880600,757047600
SPY_US,1993-12-29,47.125,47.1562,47,47.0312,266700,757134000
SPY_US,1993-12-30,47,47,46.75,46.8438,219900,757220400
SPY_US,1993-12-31,46.9375,47,46.5625,46.5938,317900,757306800
SPY_US,1994-01-03,46.5938,46.6562,46.4062,46.4688,960900,757566000
SPY_US,1994-01-04,46.5312,46.6562,46.4688,46.6562,164300,757652400
SPY_US,1994-01-05,46.7188,46.7812,46.5312,46.75,710900,757738800
SPY_US,1994-01-06,46.8125,46.8438,46.6875,46.75,201000,757825200
SPY_US,1994-01-07,46.8438,47.0625,46.7188,47.0312,775500,757911600
SPY_US,1994-01-10,47.0938,47.5938,46.9688,47.5938,593700,758170800
SPY_US,1994-01-11,47.5625,47.5625,47.3438,47.5,295200,758257200
SPY_US,1994-01-12,47.5312,47.5312,47.1875,47.3438,158400,758343600
SPY_US,1994-01-13,47.2188,47.3125,47.1562,47.2188,244300,758430000
SPY_US,1994-01-14,47.375,47.5,47.375,47.4062,137200,758516400
SPY_US,1994-01-17,47.4062,47.4688,47.3125,47.4062,17700,758775600
SPY_US,1994-01-18,47.4688,47.5312,47.375,47.4688,166400,758862000
SPY_US,1994-01-19,47.4062,47.4688,47.25,47.3438,200800,758948400
SPY_US,1994-01-20,47.4062,47.5,47.375,47.4688,281100,759034800
SPY_US,1994-01-21,47.5312,47.5312,47.3438,47.375,85600,759121200
SPY_US,1994-01-24,47.3438,47.5625,47.1875,47.1875,373800,759380400
SPY_US,1994-01-25,47.2188,47.25,47.0938,47.1875,310400,759466800
SPY_US,1994-01-26,47.1875,47.3438,47.125,47.3125,145100,759553200
SPY_US,1994-01-27,47.4062,47.8125,47.3438,47.75,344500,759639600
SPY_US,1994-01-28,47.9375,48.0312,47.875,47.875,356500,759726000
SPY_US,1994-01-31,48.0625,48.3125,48,48.2188,313800,759985200
SPY_US,1994-02-01,48.1562,48.1562,47.9062,47.9688,303600,760071600
SPY_US,1994-02-02,48.125,48.2812,48.0938,48.2812,307600,760158000
SPY_US,1994-02-03,48.1875,48.1875,47.9062,48.0625,466100,760244400
SPY_US,1994-02-04,48.0625,48.125,46.9688,46.9688,1403200,760330800
SPY_US,1994-02-07,46.8438,47.3125,46.8438,47.1875,516400,760590000
SPY_US,1994-02-08,47.2812,47.2812,47.0312,47.2188,188200,760676400
SPY_US,1994-02-09,47.25,47.4375,47.1875,47.4062,144600,760762800
SPY_US,1994-02-10,47.375,47.4062,47,47,883900,760849200
SPY_US,1994-02-11,47.0312,47.2812,46.8125,47.1562,519400,760935600
SPY_US,1994-02-14,47.0625,47.375,47,47.2188,2742100,761194800
SPY_US,1994-02-15,47.3125,47.5,47.25,47.4688,374700,761281200
SPY_US,1994-02-16,47.5312,47.5312,47.3438,47.4375,287600,761367600
SPY_US,1994-02-17,47.6562,47.6875,47.0312,47.1562,342400,761454000
SPY_US,1994-02-18,47.1875,47.2188,46.75,46.875,313300,761540400
SPY_US,1994-02-22,47,47.3438,47,47.3438,154500,761886000
SPY_US,1994-02-23,47.4062,47.4375,47.0625,47.2188,391700,761972400
SPY_US,1994-02-24,47.0625,47.0625,46.5625,46.5938,770800,762058800
SPY_US,1994-02-25,46.6562,46.8125,46.5625,46.8125,531300,762145200
SPY_US,1994-02-28,46.9375,47.0625,46.8125,46.8125,333000,762404400
SPY_US,1994-03-01,46.8125,46.9062,46.375,46.625,423600,762490800
SPY_US,1994-03-02,46.0625,46.6875,45.9375,46.6875,581500,762577200
SPY_US,1994-03-03,46.625,46.625,46.4375,46.5625,223200,762663600
SPY_US,1994-03-04,46.5625,46.8125,46.4062,46.6875,595800,762750000
SPY_US,1994-03-07,46.875,47,46.875,46.9375,539800,763009200
SPY_US,1994-03-08,46.9688,46.9688,46.6875,46.75,880300,763095600
SPY_US,1994-03-09,46.8125,47,46.5938,46.9688,2500100,763182000
SPY_US,1994-03-10,46.9688,46.9688,46.4688,46.5938,207400,763268400
SPY_US,1994-03-11,46.6875,46.9062,46.4375,46.8438,576600,763354800
SPY_US,1994-03-14,47.0312,47.0312,46.8438,46.9062,345900,763614000
SPY_US,1994-03-15,47.0312,47.125,46.8438,46.875,748600,763700400
SPY_US,1994-03-16,46.9688,47.25,46.8125,47.25,455500,763786800
SPY_US,1994-03-17,47.0938,47.3125,47.0938,47.25,133000,763873200
SPY_US,1994-03-18,46.75,47.0312,46.7188,46.9688,365500,763959600
SPY_US,1994-03-21,46.8125,46.9375,46.7188,46.8438,324800,764218800
SPY_US,1994-03-22,46.8438,47.0625,46.75,46.9688,435700,764305200
SPY_US,1994-03-23,46.9375,47.0625,46.9062,46.9375,698500,764391600
SPY_US,1994-03-24,46.75,46.8438,46.1562,46.375,1200500,764478000
SPY_US,1994-03-25,46.4062,46.5312,45.9375,45.9375,100900,764564400
SPY_US,1994-03-28,46,46.0625,45.5938,46,1117200,764823600
SPY_US,1994-03-29,46,46.0312,45.0938,45.0938,338400,764910000
SPY_US,1994-03-30,45.125,45.25,44.4688,44.4688,1123900,764996400
SPY_US,1994-03-31,44.4688,44.6875,43.5312,44.5938,788800,765082800
SPY_US,1994-04-04,43.3438,44.0312,43.3438,43.9062,2627300,765428400
SPY_US,1994-04-05,44.3438,44.8125,44.3438,44.8125,1179000,765514800
SPY_US,1994-04-06,44.875,44.9062,44.5,44.8125,516500,765601200
SPY_US,1994-04-07,44.7812,45.125,44.5312,45.0312,666100,765687600
SPY_US,1994-04-08,44.9375,44.9375,44.4688,44.6875,242400,765774000
SPY_US,1994-04-11,44.8125,45.0625,44.7031,44.875,203300,766033200
SPY_US,1994-04-12,44.9219,45,44.7188,44.8125,1409200,766119600
SPY_US,1994-04-13,44.7969,44.9062,44.25,44.5781,364100,766206000
SPY_US,1994-04-14,44.5,44.8281,44.4062,44.5938,419900,766292400
SPY_US,1994-04-15,44.5781,44.7812,44.5156,44.5938,387300,766378800
SPY_US,1994-04-18,44.6406,44.7656,44.1562,44.2969,369100,766638000
SPY_US,1994-04-19,44.25,44.5312,43.9844,44.3594,472200,766724400
SPY_US,1994-04-20,44.4062,44.5156,44.0781,44.3125,508000,766810800
SPY_US,1994-04-21,44.5,44.9688,44.3438,44.9062,200300,766897200
SPY_US,1994-04-22,45.0156,45.0469,44.7344,44.8594,301800,766983600
SPY_US,1994-04-25,44.8438,45.3594,44.8438,45.3281,394600,767242800
SPY_US,1994-04-26,45.2656,45.3438,45.1875,45.2812,399000,767329200
SPY_US,1994-04-28,45.1875,45.25,44.8125,44.9531,287000,767502000
SPY_US,1994-04-29,44.875,45.1562,44.8125,45.0938,481900,767588400
SPY_US,1994-05-02,45.0938,45.7188,44.9375,45.375,275000,767847600
SPY_US,1994-05-03,45.3906,45.4062,45.0625,45.3281,183400,767934000
SPY_US,1994-05-04,45.4219,45.4219,45.0781,45.25,401900,768020400
SPY_US,1994-05-05,45.2969,45.375,45.1875,45.1875,659800,768106800
SPY_US,1994-05-06,44.9688,44.9688,44.5938,44.75,216300,768193200
SPY_US,1994-05-09,44.625,44.75,44.2812,44.3594,499300,768452400
SPY_US,1994-05-10,44.5781,44.8438,44.5469,44.7031,583400,768538800
SPY_US,1994-05-11,44.6562,44.7188,44.1719,44.2969,210600,768625200
SPY_US,1994-05-12,44.5781,44.625,44.4062,44.5156,305200,768711600
SPY_US,1994-05-13,44.6406,44.6406,44.2969,44.5156,321300,768798000
SPY_US,1994-05-16,44.6094,44.75,44.5156,44.5312,450400,769057200
SPY_US,1994-05-17,44.5625,45.1875,44.5,45.1875,470200,769143600
SPY_US,1994-05-18,45.2188,45.6875,45.0156,45.5156,824800,769230000
SPY_US,1994-05-19,45.4219,45.8594,45.4219,45.7344,531000,769316400
SPY_US,1994-05-20,45.6562,45.6875,45.5,45.5625,370400,769402800
SPY_US,1994-05-23,45.5156,45.5312,45.3438,45.4844,262700,769662000
SPY_US,1994-05-24,45.6094,45.8438,45.6094,45.6719,549600,769748400
SPY_US,1994-05-25,45.5,45.8281,45.3438,45.7969,738200,769834800
SPY_US,1994-05-26,45.7812,45.9375,45.7344,45.8281,369600,769921200
SPY_US,1994-05-27,45.75,45.875,45.6719,45.875,162000,770007600
SPY_US,1994-05-31,45.7344,45.9062,45.6562,45.8125,160000,770353200
SPY_US,1994-06-01,45.7031,46.0156,45.5625,46.0156,200500,770439600
SPY_US,1994-06-02,46.0469,46.0469,45.8906,45.9688,55100,770526000
SPY_US,1994-06-03,46,46.3906,45.8594,46.2344,550400,770612400
SPY_US,1994-06-06,46.3281,46.4688,46.1875,46.2188,99300,770871600
SPY_US,1994-06-07,46.1406,46.2188,46.0312,46.1562,120600,770958000
SPY_US,1994-06-08,46.2656,46.2656,45.7812,45.7812,131900,771044400
SPY_US,1994-06-09,45.9844,46.0312,45.8906,46.0312,80500,771130800
SPY_US,1994-06-10,46.0781,46.2031,46.0781,46.1094,83100,771217200
SPY_US,1994-06-13,46.0469,46.1875,46.0312,46.1719,109700,771476400
SPY_US,1994-06-14,46.3125,46.5469,46.3125,46.5312,161000,771562800
SPY_US,1994-06-15,46.5469,46.5625,46.3125,46.3438,142800,771649200
SPY_US,1994-06-16,46.3438,46.4688,46.2969,46.4375,44000,771735600
SPY_US,1994-06-17,46.1562,46.2031,45.8125,45.875,403800,771822000
SPY_US,1994-06-20,45.5469,45.625,45.4375,45.4844,137400,772081200
SPY_US,1994-06-21,45.4531,45.4531,44.9062,45.0938,139200,772167600
SPY_US,1994-06-22,45.2188,45.4219,45.1719,45.2656,279900,772254000
SPY_US,1994-06-23,45.3438,45.4062,44.9375,45,922500,772340400
SPY_US,1994-06-24,44.7812,44.7812,44,44.0625,353800,772426800
SPY_US,1994-06-27,44.2344,44.8281,44.0156,44.8281,371200,772686000
SPY_US,1994-06-28,44.8438,44.8438,44.25,44.6094,5382300,772772400
SPY_US,1994-06-29,44.6719,45.0156,44.625,44.75,311800,772858800
